task_id,row_id,price_in_euro,year
1,101,20950,2020
1,102,22870,2021
1,103,3990,2008
1,104,6950,2009
1,105,5000,2010
1,106,7600,2011
1,107,5490,2012
1,108,7990,2013
1,109,10400,2014
1,110,10999,2015
1,111,16900,2016
1,112,12400,2017
1,113,13890,2018
1,114,4900,1995
1,115,5499,1996
1,116,10500,1997
1,117,3500,1998
1,118,10900,1999
1,119,21800,2000
1,120,6290,2001
1,121,5490,2002
1,122,5200,2003
1,123,28800,2004
1,124,11900,2005
1,125,11990,2006
1,126,10700,2007
1,127,10020,2008
1,128,13999,2009
1,129,14700,2010
1,130,19999,2011
1,131,1999,2006
1,132,4950,2007
1,133,3499,2009
1,134,3450,2010
1,135,12999,2012
1,136,26900,2017
1,137,28900,2018
1,138,36900,2019
1,139,36990,2020
1,140,44790,2021
1,141,48990,2022
1,142,43000,2023
1,143,29970,2022
1,144,29970,2023
1,145,2289000,2011
1,146,159888,2013
1,147,179007,2014
1,148,168950,2015
1,149,179888,2016
1,150,127980,2019
1,151,434980,2022
1,152,476990,2023
1,153,184000,2016
1,154,100000,2017
1,155,124990,2018
1,156,139980,2019
1,157,154900,2020
1,158,179000,2021
1,159,189007,2022
1,160,219007,2023
1,161,31339,1996
1,162,59895,1997
1,163,31900,1998
1,164,35900,1999
1,165,49941,2001
1,166,45800,2002
1,167,63500,2003
1,168,31980,2004
1,169,54941,2004
1,170,44900,2005
1,171,48999,2006
1,172,55950,2007
1,173,53000,2008
1,174,63500,2009
1,175,67941,2010
1,176,59999,2011
1,177,126800,2012
1,178,105007,2013
1,179,94980,2014
1,180,126941,2015
1,181,152900,2017
1,182,168007,2008
1,183,139900,2009
1,184,112812,2010
1,185,285007,2019
1,186,269900,2020
1,187,279980,2021
1,188,319000,2022
1,189,349900,2023
1,190,147270,2020
1,191,158941,2021
1,192,178900,2022
1,193,192888,2023
1,194,859990,2018
1,195,72941,2010
1,196,53900,2011
1,197,94000,2012
1,198,80800,2013
1,199,97941,2016
1,200,119777,2017
1,201,139900,2018
1,202,118988,2019
1,203,185007,2020
1,204,35900,2006
1,205,69950,2007
1,206,49990,2008
1,207,59900,2009
1,208,54400,2010
1,209,59500,2011
1,210,56900,2012
1,211,62450,2013
1,212,74999,2014
1,213,77490,2015
1,214,89850,2017
1,215,114980,2018
1,216,126888,2019
1,217,134900,2020
1,218,139007,2021
1,219,174900,2022
1,220,169900,2023
1,221,69890,2001
1,222,86500,2002
1,223,67490,2003
1,224,94900,2006
1,225,124800,2013
1,226,149899,2014
1,227,139800,2015
1,228,167800,2016
1,229,170007,2017
1,230,249800,2018
1,231,770007,2019
1,232,57990,2007
1,233,61500,2009
1,234,64500,2011
1,235,139900,2012
1,236,65999,2013
1,237,119000,2015
1,238,171900,2016
1,239,300000,2017
1,240,112000,2018
1,241,119999,2019
1,242,1170000,2022
1,243,452900,2023
1,244,114900,2011
1,245,119990,2012
1,246,18960,2013
1,247,25789,2018
1,248,63880,2021
1,249,174985,2022
1,250,40488,2023
1,251,61790,2022
1,252,76064,2023
1,253,8999,1998
1,254,9900,1999
1,255,9500,2000
1,256,6900,2010
1,257,9999,2011
1,258,10900,2012
1,259,13200,2013
1,260,12980,2014
1,261,11950,2015
1,262,15990,2016
1,263,13999,2017
1,264,17990,2018
1,265,19990,2019
1,266,17470,2020
1,267,31990,2021
1,268,29990,2022
1,269,25750,2023
1,270,1500,2000
1,271,3000,2001
1,272,2999,2002
1,273,1550,2003
1,274,5500,2004
1,275,2499,2005
1,276,6850,2006
1,277,2222,1997
1,278,1690,1998
1,279,1500,1999
1,280,3600,2000
1,281,1400,2001
1,282,1600,2002
1,283,2300,2003
1,284,1999,2004
1,285,3000,2005
1,286,4200,2006
1,287,7500,2007
1,288,7500,2008
1,289,6990,2009
1,290,8500,2010
1,291,11990,2011
1,292,10990,2012
1,293,10990,2013
1,294,12990,2014
1,295,14999,2015
1,296,14990,2016
1,297,16830,2017
1,298,19990,2018
1,299,23495,2019
1,300,21950,2020
1,301,27685,2021
1,302,32370,2022
1,303,38890,2023
1,304,1250,1997
1,305,3000,1999
1,306,1049,2000
1,307,2300,2001
1,308,3500,2002
1,309,1900,2003
1,310,2500,2004
1,311,3500,2005
1,312,4999,2006
1,313,5500,2007
1,314,6700,2008
1,315,7500,2009
1,316,8500,2010
1,317,10900,2011
1,318,14999,2012
1,319,12999,2013
1,320,16990,2014
1,321,14500,2015
1,322,22990,2016
1,323,23990,2017
1,324,22990,2018
1,325,25990,2019
1,326,29990,2020
1,327,37540,2021
1,328,43890,2022
1,329,39910,2023
1,330,7900,2009
1,331,12900,2010
1,332,10491,2011
1,333,17990,2012
1,334,18500,2013
1,335,13000,2014
1,336,19900,2015
1,337,19490,2016
1,338,25900,2017
1,339,22490,2018
1,340,31970,2019
1,341,32980,2020
1,342,39990,2021
1,343,36850,2022
1,344,47950,2023
1,345,2800,2004
1,346,7500,2007
1,347,10000,2008
1,348,8500,2009
1,349,14500,2010
1,350,13000,2011
1,351,13999,2012
1,352,16000,2013
1,353,12999,2014
1,354,17999,2015
1,355,19950,2016
1,356,26900,2017
1,357,34990,2018
1,358,30950,2019
1,359,35900,2020
1,360,46950,2021
1,361,37700,2022
1,362,64900,2023
1,363,2990,1997
1,364,3000,1998
1,365,6999,1999
1,366,12000,2000
1,367,1111,2001
1,368,1000,2002
1,369,2000,2003
1,370,1900,2004
1,371,5500,2005
1,372,4500,2006
1,373,5500,2007
1,374,5500,2008
1,375,9500,2009
1,376,8500,2010
1,377,11500,2011
1,378,13000,2012
1,379,14500,2013
1,380,17990,2014
1,381,19990,2015
1,382,21000,2016
1,383,25900,2017
1,384,26990,2018
1,385,34950,2019
1,386,38490,2020
1,387,34880,2021
1,388,48900,2022
1,389,49870,2023
1,390,6657,2001
1,391,6980,2002
1,392,2990,2003
1,393,9990,2006
1,394,4799,2007
1,395,5000,2008
1,396,10400,2009
1,397,13900,2010
1,398,11900,2011
1,399,12285,2012
1,400,17500,2013
1,401,18900,2014
1,402,11990,2015
1,403,18999,2016
1,404,26900,2017
1,405,40990,2018
1,406,44950,2019
1,407,59980,2020
1,408,48990,2021
1,409,59011,2022
1,410,41990,2023
1,411,10980,2010
1,412,23000,2011
1,413,16700,2012
1,414,17900,2013
1,415,12950,2014
1,416,24990,2015
1,417,29450,2016
1,418,31750,2017
1,419,38999,2018
1,420,53850,2019
1,421,128770,2020
1,422,35650,2021
1,423,35450,2022
1,424,4200,1997
1,425,14500,1999
1,426,3500,2000
1,427,19800,2001
1,428,11000,2003
1,429,4500,2004
1,430,5500,2005
1,431,7000,2006
1,432,11499,2007
1,433,11990,2008
1,434,10499,2009
1,435,13999,2010
1,436,24990,2011
1,437,25999,2012
1,438,13500,2013
1,439,21000,2014
1,440,13400,2015
1,441,169950,2016
1,442,159950,2017
1,443,48999,2018
1,444,61950,2019
1,445,59900,2020
1,446,103900,2021
1,447,119850,2022
1,448,109980,2023
1,449,7000,2000
1,450,9300,2001
1,451,2000,2002
1,452,4300,2003
1,453,4200,2004
1,454,31990,2018
1,455,57100,2019
1,456,5100,1997
1,457,9999,1998
1,458,5350,1999
1,459,6000,2000
1,460,6000,2003
1,461,14900,2006
1,462,8250,2008
1,463,15999,2012
1,464,21450,2016
1,465,32300,2019
1,466,37400,2020
1,467,15950,2016
1,468,24999,2017
1,469,25288,2018
1,470,28980,2019
1,471,24990,2020
1,472,21290,2021
1,473,29980,2022
1,474,28888,2023
1,475,11800,2011
1,476,14990,2012
1,477,17950,2013
1,478,17990,2014
1,479,19990,2015
1,480,19990,2016
1,481,19888,2017
1,482,22990,2018
1,483,31990,2019
1,484,29980,2020
1,485,34890,2021
1,486,34888,2022
1,487,49888,2023
1,488,59590,2021
1,489,145980,2022
1,490,59990,2023
1,491,19900,2008
1,492,10500,2009
1,493,9999,2010
1,494,14900,2011
1,495,15500,2012
1,496,15900,2013
1,497,19500,2014
1,498,19900,2015
1,499,28999,2016
1,500,24900,2017
1,501,34990,2018
1,502,29600,2019
1,503,42950,2020
1,504,46980,2021
1,505,53488,2022
1,506,52588,2023
1,507,11300,2005
1,508,11900,2006
1,509,10000,2007
1,510,10000,2008
1,511,17990,2009
1,512,22900,2010
1,513,18000,2011
1,514,21999,2012
1,515,19999,2013
1,516,17900,2014
1,517,30000,2015
1,518,23999,2016
1,519,23399,2017
1,520,48440,2018
1,521,38880,2019
1,522,55950,2020
1,523,52999,2021
1,524,133480,2022
1,525,85387,2023
1,526,59999,2018
1,527,69900,2019
1,528,32900,2020
1,529,24590,2021
1,530,72850,2022
1,531,86488,2023
1,532,77950,2023
1,533,10000,2006
1,534,63555,2023
1,535,47990,2007
1,536,51500,2008
1,537,51490,2009
1,538,11900,2010
1,539,124900,2011
1,540,104900,2012
1,541,124999,2013
1,542,19998,2014
1,543,117899,2015
1,544,103500,2016
1,545,129800,2017
1,546,139990,2018
1,547,134985,2019
1,548,127760,2020
1,549,199985,2021
1,550,173985,2022
1,551,168980,2023
1,552,117879,2021
1,553,31990,2013
1,554,29990,2014
1,555,18999,2015
1,556,14500,2016
1,557,25980,2018
1,558,57840,2019
1,559,56988,2020
1,560,66460,2021
1,561,29710,2022
1,562,79900,2023
1,563,121470,2019
1,564,131900,2020
1,565,132850,2021
1,566,143777,2022
1,567,132488,2023
1,568,26900,2011
1,569,30950,2012
1,570,26850,2013
1,571,41900,2015
1,572,20980,2016
1,573,37388,2017
1,574,48000,2018
1,575,46890,2019
1,576,38290,2020
1,577,31111,2021
1,578,23600,2022
1,579,79800,2023
1,580,47800,2000
1,581,44750,2001
1,582,29999,2006
1,583,34990,2007
1,584,42900,2008
1,585,34577,2012
1,586,27900,2013
1,587,16970,2014
1,588,17990,2015
1,589,71900,2017
1,590,16880,2018
1,591,58486,2019
1,592,68890,2020
1,593,88880,2021
1,594,107500,2022
1,595,133850,2023
1,596,3999,2010
1,597,27750,2011
1,598,19500,2012
1,599,52190,2013
1,600,25850,2014
1,601,37999,2015
1,602,60688,2017
1,603,59500,2018
1,604,49960,2019
1,605,72970,2020
1,606,70990,2021
1,607,106850,2022
1,608,108990,2023
1,609,21990,2003
1,610,19950,2004
1,611,28500,2005
1,612,21500,2008
1,613,63990,2009
1,614,38500,2010
1,615,13499,2013
1,616,37900,2014
1,617,46990,2015
1,618,59988,2016
1,619,15500,2017
1,620,120000,2018
1,621,114900,2019
1,622,104980,2020
1,623,109790,2021
1,624,142985,2022
1,625,140888,2023
1,626,46300,2014
1,627,47999,2015
1,628,55999,2016
1,629,50990,2017
1,630,63990,2018
1,631,105870,2019
1,632,129785,2020
1,633,119947,2021
1,634,129750,2022
1,635,131992,2023
1,636,19990,2014
1,637,20799,2015
1,638,22900,2016
1,639,18000,2017
1,640,22900,2018
1,641,8500,1999
1,642,9990,2000
1,643,13990,2001
1,644,11000,2002
1,645,6000,2003
1,646,11000,2007
1,647,10100,2008
1,648,16500,2009
1,649,11490,2010
1,650,15390,2011
1,651,12000,2012
1,652,19990,2013
1,653,24999,2014
1,654,29900,2015
1,655,17990,2016
1,656,25815,2017
1,657,29900,2018
1,658,31000,2019
1,659,35850,2020
1,660,42775,2021
1,661,36820,2022
1,662,48416,2023
1,663,29999,1999
1,664,11000,2000
1,665,6300,2003
1,666,10900,2004
1,667,13800,2005
1,668,14990,2006
1,669,21990,2007
1,670,11999,2008
1,671,11950,2009
1,672,17900,2010
1,673,14900,2011
1,674,22880,2012
1,675,17900,2013
1,676,21995,2014
1,677,22610,2015
1,678,14990,2016
1,679,17490,2017
1,680,34900,2018
1,681,38940,2019
1,682,52880,2020
1,683,47900,2021
1,684,40980,2022
1,685,68880,2023
1,686,21000,2007
1,687,10999,2008
1,688,13599,2009
1,689,15700,2010
1,690,16880,2011
1,691,10999,2012
1,692,18500,2013
1,693,28000,2014
1,694,25900,2015
1,695,26990,2016
1,696,39999,2017
1,697,39990,2018
1,698,37900,2019
1,699,53950,2020
1,700,21430,2021
1,701,61990,2022
1,702,64488,2023
1,703,7399,1999
1,704,4500,2000
1,705,8000,2001
1,706,5900,2002
1,707,10800,2003
1,708,14400,2006
1,709,12999,2007
1,710,21900,2008
1,711,10800,2010
1,712,18999,2012
1,713,24999,2013
1,714,12999,2014
1,715,10900,2015
1,716,19800,2016
1,717,38200,2017
1,718,46990,2018
1,719,49990,2019
1,720,36890,2020
1,721,41790,2021
1,722,29950,2022
1,723,109490,2023
1,724,21749,2012
1,725,27750,2013
1,726,14250,2014
1,727,27900,2015
1,728,38999,2016
1,729,40995,2017
1,730,52490,2018
1,731,60749,2019
1,732,55890,2020
1,733,21899,1997
1,734,20000,2000
1,735,14990,2001
1,736,12999,2006
1,737,13500,2007
1,738,14950,2008
1,739,11900,2009
1,740,15880,2012
1,741,13200,2013
1,742,42599,2014
1,743,28900,2015
1,744,51900,2016
1,745,49990,2017
1,746,36980,2020
1,747,87950,2021
1,748,129990,2022
1,749,133900,2023
1,750,30900,2019
1,751,32899,2020
1,752,40350,2021
1,753,45890,2022
1,754,47388,2023
1,755,17900,2013
1,756,25999,2014
1,757,26900,2015
1,758,29980,2016
1,759,38900,2017
1,760,43900,2018
1,761,49948,2019
1,762,52950,2020
1,763,29985,2021
1,764,64480,2022
1,765,67388,2023
1,766,35999,2016
1,767,19900,2017
1,768,57990,2018
1,769,69990,2019
1,770,69875,2020
1,771,48950,2021
1,772,105950,2022
1,773,104890,2023
1,774,109990,2019
1,775,102990,2020
1,776,129500,2021
1,777,107900,2022
1,778,108990,2023
1,779,6500,1999
1,780,21900,2000
1,781,13900,2001
1,782,10490,2002
1,783,11500,2003
1,784,5900,2004
1,785,6500,2005
1,786,13500,2006
1,787,11000,2007
1,788,15990,2008
1,789,10950,2009
1,790,10999,2010
1,791,16980,2011
1,792,13999,2012
1,793,19900,2013
1,794,16500,2014
1,795,24990,2015
1,796,22900,2016
1,797,26980,2017
1,798,28500,2018
1,799,22890,2019
1,800,133785,2020
1,801,34950,2021
1,802,41860,2022
1,803,54688,2023
1,804,17990,2009
1,805,10999,2010
1,806,38990,2011
1,807,16250,2012
1,808,29999,2013
1,809,33500,2014
1,810,49450,2016
1,811,47500,2017
1,812,55990,2018
1,813,52640,2019
1,814,109900,2020
1,815,62979,2021
1,816,83990,2022
1,817,107990,2023
1,818,10000,2008
1,819,15500,2009
1,820,15699,2010
1,821,10950,2011
1,822,15700,2012
1,823,27900,2013
1,824,19999,2014
1,825,25950,2015
1,826,32990,2016
1,827,31900,2017
1,828,37480,2018
1,829,42700,2019
1,830,42890,2020
1,831,47920,2021
1,832,46430,2022
1,833,52688,2023
1,834,17990,2019
1,835,49888,2020
1,836,106150,2021
1,837,89950,2022
1,838,149950,2023
1,839,104985,2021
1,840,102999,2022
1,841,114980,2023
1,842,79900,2009
1,843,73800,2010
1,844,89850,2011
1,845,135850,2015
1,846,168850,2017
1,847,159900,2018
1,848,224990,2022
1,849,19990,2001
1,850,49900,2002
1,851,24990,2003
1,852,99500,2004
1,853,59900,2005
1,854,89000,2007
1,855,107000,1996
1,856,67980,1997
1,857,95000,1998
1,858,113890,2003
1,859,142900,2007
1,860,117000,2008
1,861,149900,2010
1,862,104900,2016
1,863,117900,2017
1,864,139990,2018
1,865,134900,2019
1,866,149900,2020
1,867,164900,2021
1,868,229780,2022
1,869,297322,2023
1,870,122000,2009
1,871,199990,2010
1,872,59900,1995
1,873,24900,2004
1,874,31990,2005
1,875,27900,2007
1,876,59900,2008
1,877,115000,2009
1,878,149900,2010
1,879,109900,2011
1,880,109900,2012
1,881,79899,2013
1,882,102900,2014
1,883,119850,2015
1,884,112900,2016
1,885,148990,2017
1,886,115850,2018
1,887,219000,2019
1,888,238888,2020
1,889,335555,2021
1,890,329890,2022
1,891,277777,2023
1,892,35990,2005
1,893,48900,2006
1,894,49999,2007
1,895,26490,2008
1,896,63900,2011
1,897,49900,2012
1,898,54980,2013
1,899,75900,2014
1,900,100000,2015
1,901,109999,2016
1,902,108500,2017
1,903,192900,2018
1,904,174899,2019
1,905,179900,2020
1,906,288500,2021
1,907,244800,2022
1,908,299900,2023
1,909,149000,2008
1,910,64900,2009
1,911,59990,2010
1,912,129890,2012
1,913,169900,2013
1,914,101950,2014
1,915,119000,2015
1,916,131850,2016
1,917,129000,2017
1,918,147900,2018
1,919,212950,2019
1,920,217990,2020
1,921,259990,2021
1,922,274900,2022
1,923,309500,2023
1,924,33500,2006
1,925,27000,2007
1,926,260491,2008
1,927,34900,2009
1,928,120000,2010
1,929,50900,2012
1,930,82900,2014
1,931,106666,2015
1,932,109000,2016
1,933,117990,2018
1,934,124999,2019
1,935,192850,2020
1,936,219900,2021
1,937,149000,2022
1,938,276730,2023
1,939,112900,2011
1,940,76999,2012
1,941,119890,2013
1,942,109999,2015
1,943,229900,2017
1,944,179900,2018
1,945,199700,2019
1,946,559000,2020
1,947,34800,1996
1,948,800,1998
1,949,6899,2001
1,950,3498,2002
1,951,1500,2005
1,952,3290,2006
1,953,7900,2010
1,954,11990,2011
1,955,15900,2012
1,956,11985,2014
1,957,13990,2015
1,958,14988,2016
1,959,21990,2017
1,960,21890,2018
1,961,18980,2019
1,962,33900,2020
1,963,114900,2021
1,964,104989,2022
1,965,161489,2023
1,966,11900,2012
1,967,10999,2013
1,968,10999,2014
1,969,10000,2015
1,970,5000,2003
1,971,2350,2004
1,972,3500,2005
1,973,5300,2006
1,974,2700,2007
1,975,5000,2008
1,976,4990,2009
1,977,6500,2010
1,978,5950,2011
1,979,10990,2012
1,980,11500,2013
1,981,11500,2014
1,982,13900,2015
1,983,14999,2016
1,984,11900,2017
1,985,11999,2018
1,986,15000,2019
1,987,16980,2020
1,988,18390,2021
1,989,22500,2022
1,990,32330,2023
1,991,2390,2004
1,992,4500,2005
1,993,4000,2006
1,994,6500,2007
1,995,5999,2008
1,996,9990,2009
1,997,7899,2010
1,998,10900,2011
1,999,10990,2012
1,1000,10990,2013
1,1001,13990,2014
1,1002,14500,2015
1,1003,14990,2016
1,1004,18990,2017
1,1005,17990,2018
1,1006,22990,2019
1,1007,23890,2020
1,1008,21999,2021
1,1009,26890,2022
1,1010,37190,2023
1,1011,2700,2004
1,1012,2990,2005
1,1013,10999,2006
1,1014,11000,2007
1,1015,4800,2008
1,1016,11499,2009
1,1017,8500,2010
1,1018,10500,2011
1,1019,14990,2012
1,1020,11000,2013
1,1021,12999,2014
1,1022,13490,2015
1,1023,15990,2016
1,1024,17900,2017
1,1025,21500,2018
1,1026,23990,2019
1,1027,25990,2020
1,1028,27650,2021
1,1029,37890,2022
1,1030,35950,2023
1,1031,10999,2008
1,1032,10499,2009
1,1033,12500,2010
1,1034,11499,2011
1,1035,11900,2012
1,1036,10450,2013
1,1037,10390,2008
1,1038,14790,2009
1,1039,12500,2010
1,1040,11900,2011
1,1041,10700,2012
1,1042,16950,2013
1,1043,12985,2014
1,1044,13000,2015
1,1045,15800,2016
1,1046,16950,2017
1,1047,21900,2018
1,1048,26990,2019
1,1049,6459,2009
1,1050,14950,2010
1,1051,37840,2022
1,1052,8999,2006
1,1053,13870,2008
1,1054,14990,2009
1,1055,16999,2010
1,1056,14800,2011
1,1057,18990,2012
1,1058,21900,2013
1,1059,19990,2014
1,1060,27800,2015
1,1061,26480,2016
1,1062,20400,2019
1,1063,36500,2020
1,1064,36990,2021
1,1065,40680,2022
1,1066,45990,2023
1,1067,12400,2016
1,1068,26500,2017
1,1069,36999,2018
1,1070,23900,2019
1,1071,41780,2021
1,1072,68979,2023
1,1073,55950,2011
1,1074,47980,2012
1,1075,51080,2023
1,1076,8999,2015
1,1077,10999,2016
1,1078,13400,2017
1,1079,15490,2018
1,1080,16900,2019
1,1081,17990,2020
1,1082,17990,2021
1,1083,16990,2014
1,1084,14990,2015
1,1085,15900,2016
1,1086,20990,2017
1,1087,21990,2018
1,1088,19980,2019
1,1089,27990,2020
1,1090,25950,2021
1,1091,29900,2022
1,1092,38880,2023
1,1093,3900,2003
1,1094,17000,2014
1,1095,16990,2015
1,1096,19990,2016
1,1097,19490,2017
1,1098,19900,2018
1,1099,23900,2019
1,1100,21199,2020
1,1101,34990,2021
1,1102,36500,2022
1,1103,37440,2023
1,1104,38450,2021
1,1105,40411,2022
1,1106,49280,2023
1,1107,22490,2014
1,1108,13950,2015
1,1109,14999,2016
1,1110,14900,2017
1,1111,23880,2018
1,1112,24990,2019
1,1113,18890,2020
1,1114,28290,2021
1,1115,47930,2022
1,1116,40999,2023
1,1117,18997,2014
1,1118,21480,2015
1,1119,19990,2016
1,1120,30890,2021
1,1121,24000,2016
1,1122,15980,2017
1,1123,22490,2018
1,1124,27980,2019
1,1125,29990,2020
1,1126,46775,2022
1,1127,49975,2023
1,1128,13900,2014
1,1129,27490,2015
1,1130,28900,2016
1,1131,35995,2019
1,1132,35750,2020
1,1133,41770,2021
1,1134,47349,2022
1,1135,56870,2023
1,1136,20000,2016
1,1137,19990,2017
1,1138,32900,2018
1,1139,31450,2019
1,1140,39300,2020
1,1141,37770,2021
1,1142,53190,2022
1,1143,63000,2023
1,1144,2000,1996
1,1145,2500,1997
1,1146,1500,1998
1,1147,1100,1999
1,1148,2000,2000
1,1149,1350,2001
1,1150,1500,2002
1,1151,2300,2003
1,1152,1400,2004
1,1153,3999,2005
1,1154,8900,2009
1,1155,4500,2010
1,1156,10900,2011
1,1157,7490,2012
1,1158,11800,2013
1,1159,15999,2014
1,1160,10800,2015
1,1161,13500,2016
1,1162,11000,2017
1,1163,12690,2018
1,1164,10500,1996
1,1165,12900,1997
1,1166,6999,1998
1,1167,10590,1999
1,1168,1700,2000
1,1169,2950,2001
1,1170,2500,2002
1,1171,3500,2003
1,1172,2500,2004
1,1173,5999,2005
1,1174,5500,2006
1,1175,4500,2007
1,1176,3500,2008
1,1177,7500,2009
1,1178,7900,2010
1,1179,5900,2011
1,1180,10900,2012
1,1181,12500,2013
1,1182,12990,2014
1,1183,17990,2015
1,1184,14500,2016
1,1185,16900,2017
1,1186,12500,2018
1,1187,17660,2019
1,1188,22220,2020
1,1189,24450,2021
1,1190,34490,2022
1,1191,41900,2023
1,1192,,3700
1,1193,15890,1995
1,1194,11995,1997
1,1195,7000,1998
1,1196,4999,1999
1,1197,9900,2000
1,1198,2950,2001
1,1199,3500,2002
1,1200,10999,2003
1,1201,1690,2004
1,1202,3300,2005
1,1203,4500,2006
1,1204,4400,2007
1,1205,7000,2008
1,1206,9999,2009
1,1207,11900,2010
1,1208,9500,2011
1,1209,16990,2012
1,1210,12500,2013
1,1211,14500,2014
1,1212,15950,2015
1,1213,21990,2016
1,1214,13500,2017
1,1215,22900,2018
1,1216,27990,2019
1,1217,25950,2020
1,1218,38977,2021
1,1219,37900,2022
1,1220,57990,2023
1,1221,4750,1998
1,1222,10990,1999
1,1223,5500,2000
1,1224,13999,2000
1,1225,7500,2001
1,1226,8500,2002
1,1227,10900,2003
1,1228,6950,2004
1,1229,11499,2005
1,1230,5500,2006
1,1231,11000,2007
1,1232,10500,2008
1,1233,10850,2009
1,1234,11990,2010
1,1235,9950,2011
1,1236,11890,2012
1,1237,9900,2013
1,1238,15800,2014
1,1239,12999,2015
1,1240,19990,2016
1,1241,26798,2017
1,1242,21999,2018
1,1243,22500,1997
1,1244,12200,1998
1,1245,10500,1999
1,1246,12990,2000
1,1247,12990,2010
1,1248,18990,2011
1,1249,15000,2012
1,1250,10999,2013
1,1251,10999,2014
1,1252,11321,2015
1,1253,20500,2016
1,1254,11700,2000
1,1255,13800,2001
1,1256,10500,2002
1,1257,14900,2003
1,1258,3500,2004
1,1259,6500,2005
1,1260,7900,2006
1,1261,3250,2007
1,1262,7999,2008
1,1263,10900,2009
1,1264,19999,2010
1,1265,14999,2011
1,1266,17500,2012
1,1267,18990,2013
1,1268,11890,2014
1,1269,12400,2015
1,1270,22680,2016
1,1271,19999,2017
1,1272,20999,2018
1,1273,28990,2019
1,1274,35900,2020
1,1275,39900,2021
1,1276,44900,2022
1,1277,58900,2023
1,1278,25000,2006
1,1279,12500,2007
1,1280,11900,2008
1,1281,10990,2009
1,1282,14800,2010
1,1283,11999,2011
1,1284,10000,2012
1,1285,24790,2013
1,1286,17990,2014
1,1287,21900,2015
1,1288,30000,2016
1,1289,26200,2017
1,1290,28900,2018
1,1291,26990,2019
1,1292,32500,2015
1,1293,27990,2016
1,1294,31500,2017
1,1295,24980,2018
1,1296,28888,2019
1,1297,45950,2020
1,1298,48500,2021
1,1299,54870,2022
1,1300,77880,2023
1,1301,17990,2014
1,1302,18000,2015
1,1303,16480,2016
1,1304,16399,2017
1,1305,19900,2018
1,1306,22000,2013
1,1307,20950,2014
1,1308,17999,2015
1,1309,17500,2016
1,1310,21999,2017
1,1311,26990,2018
1,1312,31649,2019
1,1313,25950,2020
1,1314,43840,2021
1,1315,43180,2022
1,1316,47640,2023
1,1317,19500,2014
1,1318,22000,2015
1,1319,19000,2016
1,1320,18999,2017
1,1321,16000,2013
1,1322,21990,2014
1,1323,22000,2015
1,1324,22500,2016
1,1325,20000,2014
1,1326,22900,2015
1,1327,21999,2016
1,1328,24500,2017
1,1329,29900,2018
1,1330,27800,2019
1,1331,29449,2020
1,1332,45990,2021
1,1333,43980,2022
1,1334,63990,2023
1,1335,10990,2013
1,1336,19890,2014
1,1337,25900,2015
1,1338,35500,2016
1,1339,17998,2017
1,1340,22500,2018
1,1341,31990,2019
1,1342,32500,2016
1,1343,34900,2017
1,1344,29900,2018
1,1345,30950,2019
1,1346,39999,2020
1,1347,53880,2021
1,1348,57540,2022
1,1349,74990,2023
1,1350,18000,2013
1,1351,16999,2014
1,1352,15788,2015
1,1353,14995,2016
1,1354,35950,2018
1,1355,16950,1995
1,1356,4999,1997
1,1357,1100,1998
1,1358,2999,1999
1,1359,1700,2000
